idiom	alts
line_in_the_sand	[]
line_one's_pockets	[]
live_and_learn	[]
live_and_let_live	[]
live_on_the_edge	[]
live_paycheck_to_paycheck	"[""live paycheque to paycheque"", ""live from paycheck to paycheck""]"
live_the_dream	[]
lock,_stock_and_barrel	[]
long_arm_of_the_law	[]
long_in_the_tooth	[]
long_story_short	[]
long_way_around	[]
look_forward_to	[]
look_on_the_bright_side	[]
look_the_other_way	[]
look-in	[]
loosen_the_purse_strings	"[""loosen the pursestrings"", ""loosen the purse-strings""]"
lose_one's_cool	[]
lose_one's_head	[]
lose_one's_mind	[]
lose_one's_temper	[]
lose_one's_way	[]
lost_in_translation	[]
loud_and_clear	[]
love_at_first_sight	[]
love_of_one's_life	[]
low-down	"[""lowdown""]"
low-hanging_fruit	"[""low hanging fruit""]"
luck_of_the_draw	[]
lump_in_one's_throat	"[""lump to one's throat""]"
made_for_each_other	"[""made for one another""]"
made_of_sterner_stuff	[]
make_a_clean_break	[]
make_a_decision	[]
make_a_difference	[]
make_a_killing	[]
make_a_meal_of	"[""make a meal out of""]"
make_a_mockery_of	[]
make_an_appearance	[]
make_an_example_of	[]
make_ends_meet	[]
make_hay_while_the_sun_shines	[]
make_light_work_of	[]
make_matters_worse	[]
make_no_bones_about	[]
make_one's_bed	[]
make_one's_mark	"[""leave one's mark"", ""make a mark""]"
make_one's_way	[]
make_quick_work_of	[]
make_short_work_of	[]
make_someone's_day	[]
make_the_grade	[]
make_the_most_of	[]
make_up_one's_mind	[]
make_up_the_numbers	[]
male-to-female	[]
man_in_the_street	[]
man_of_few_words	[]
man_of_one's_word	[]
man_of_the_hour	[]
man_of_the_people	[]
man_on_the_street	[]
many_happy_returns	[]
marching_orders	[]
mashed_potatoes	[]
mass_destruction	[]
match_made_in_heaven	[]
matter_of_course	[]
matter_of_fact	[]
matter_of_life_and_death	"[""matter of life or death""]"
matter_of_time	[]
meals_on_wheels	[]
mean_the_world_to	[]
meat_and_potatoes	[]
meet_and_greet	[]
meet_one's_maker	[]
meeting_of_the_minds	"[""meeting of minds""]"
mend_one's_ways	[]
middle_of_nowhere	[]
middle_of_the_road	"[""middle-of-the-road""]"
military_power	[]
mind_one's_own_business	[]
mind-numbing	[]
mint_chocolate_chip	[]
mint_condition	[]
miss_the_point	[]
mixed_blessing	[]
modest_proposal	[]
moment_in_the_sun	[]
moment_of_truth	[]
monkey_business	[]
monthly_meeting	[]
moral_high_ground	[]
more_than_meets_the_eye	[]
more_than_one_bargained_for	[]
morning_person	[]
morning,_noon_and_night	[]
move_heaven_and_earth	[]
move_mountains	[]
move_one's_body	[]
move_the_goalposts	"[""move the goal posts""]"
move_the_needle	[]
mover_and_shaker	[]
much_ado_about_nothing	"[""much adoe about nothing""]"
muddy_the_waters	[]
music_to_someone's_ears	[]
mutual_admiration_society	[]
my_way_or_the_highway	[]
name_and_shame	[]
name_of_the_game	[]
navigable_waters	[]
necessary_evil	[]
neck_of_the_woods	[]
need-to-know	[]
needle_in_a_haystack	"[""needle-in-a-haystack""]"
needless_to_say	[]
neither_here_nor_there	[]
nerve-shredding	[]
nerves_of_steel	[]
never_in_a_million_years	[]
next_big_thing	"[""next big thing""]"
next_to_nothing	[]
next-level	[]
nickel_and_dime	"[""nickel-and-dime""]"
nickel-and-dime	[]
nine_times_out_of_ten	[]
nip_in_the_bud	[]
no_great_shakes	[]
no_hard_feelings	[]
no_harm,_no_foul	[]
no_holds_barred	[]
no_spring_chicken	[]
no_strings_attached	"[""nsa""]"
no_time_to_lose	[]
no_two_ways_about_it	[]
no-show	[]
non-starter	[]
none_of_someone's_business	[]
nook_and_cranny	[]
nose_to_the_grindstone	[]
not_a_pretty_sight	[]
not_by_any_means	[]
not_going_anywhere	[]
not_in_the_least	[]
not_the_end_of_the_world	[]
not_to_mention	[]
not_your_father's	[]
nothing_for_it	"[""nothing else for it""]"
nothing_special	[]
nothing_to_sneeze_at	[]
nothing_to_write_home_about	[]
nowhere_to_be_found	[]
nuts_and_bolts	"[""nuts-and-bolts""]"
off_and_running	[]
off_one's_game	[]
off_one's_meds	[]
off_one's_own_bat	"[""off one's own back""]"
off_one's_rocker	[]
off_the_back_foot	[]
off_the_beaten_path	[]
off_the_beaten_track	[]
off_the_deep_end	[]
off_the_reservation	[]
off_the_top_of_one's_head	[]
off_to_the_races	"[""away at the races"", ""away to the races"", ""off at the races""]"
off-color	"[""off-colour""]"
off-kilter	[]
off-roader	[]
off-the-cuff	[]
off-the-shelf	"[""off the shelf""]"
off-the-wall	"[""off the wall""]"
offer_one's_condolences	[]
oh_my_goodness	[]
old_boy_network	"[""good old boy network"", ""old-boy network""]"
old_enough_to_vote	[]
on_a_regular_basis	[]
on_a_shoestring	[]
on_good_terms_with	[]
on_one's_deathbed	[]
on_one's_hands	[]
on_one's_high_horse	[]
on_one's_knees	[]
on_one's_last_legs	[]
on_one's_own_account	[]
on_one's_plate	[]
on_one's_watch	[]
on_pins_and_needles	[]
on_second_thought	"[""on second thoughts""]"
on_someone's_account	[]
on_someone's_mind	[]
on_tenterhooks	[]
on_the_back_burner	[]
on_the_back_foot	"[""on the back footing""]"
on_the_back_of	[]
on_the_cutting_room_floor	[]
on_the_down-low	"[""on the down low"", ""on the dl""]"
on_the_edge_of_one's_seat	[]
on_the_face_of	"[""in the face of""]"
on_the_face_of_it	[]
on_the_front_foot	[]
on_the_heels_of	"[""upon the heels of""]"
on_the_other_hand	"[""otoh""]"
on_the_other_side_of	[]
on_the_outside,_looking_in	"[""on the outside looking in""]"
on_the_plus_side	[]
on_the_point_of	[]
on_the_rampage	[]
on_the_receiving_end	"[""at the receiving end""]"
on_the_right_track	[]
on_the_same_page	[]
on_the_same_wavelength	[]
on_the_side_of_the_angels	[]
on_the_spur_of_the_moment	"[""spur-of-the-moment"", ""attributive""]"
on_the_up-and-up	"[""on the up and up""]"
on_the_warpath	[]
on_the_wrong_side_of_history	[]
on_top_of_the_world	[]
on-the-spot	[]
once_and_for_all	[]
once_in_a_blue_moon	[]
once_in_a_while	[]
one_after_another	"[""one after the other""]"
one_and_the_same	[]
one_fell_swoop	[]
one_of_these_days	[]
one_of_those_days	[]
one_of_those_things	[]
one_step_ahead	[]
one_step_at_a_time	[]
one-hit_wonder	[]
one-horse_race	[]
one-man_band	"[""one man band""]"
one-night_stand	[]
one-note	[]
one-off	[]
one-star	[]
one-track_mind	[]
one-trick_pony	"[""one trick pony""]"
one-up	[]
one-upmanship	"[""one-upsmanship"", ""one-up-manship"", ""oneupmanship""]"
only_game_in_town	[]
only_time_will_tell	[]
open_someone's_eyes	[]
open_the_floodgates	[]
open-door_policy	"[""open door policy""]"
opposite_number	[]
or_words_to_that_effect	[]
original_character	[]
out_of_character	[]
out_of_nowhere	[]
out_of_one's_box	[]
out_of_one's_depth	[]
out_of_one's_element	[]
out_of_one's_face	[]
out_of_one's_league	[]
out_of_one's_mind	"[""out of one's cotton-picking mind"", ""off one's head""]"
out_of_proportion	"[""out of all proportion""]"
out_of_the_blue	[]
out_of_the_box	"[""out-of-the-box""]"
out_of_the_chute	[]
out_of_the_loop	[]
out_of_the_ordinary	[]
out_of_the_picture	[]
out_of_the_question	[]
out_of_the_running	[]
out_of_the_way	"[""out-of-the-way""]"
out_of_the_woods	[]
out_of_thin_air	"[""from thin air""]"
out_of_this_world	[]
out_of_wedlock	[]
out_on_one's_feet	[]
out_the_window	[]
out-and-out	[]
outside_chance	[]
outside_the_box	[]
over_and_over_again	[]
over_my_dead_body	[]
over_one's_head	[]
packed_to_the_gills	[]
packed_to_the_rafters	[]
pain_and_suffering	[]
pain_in_the_ass	"[""pain in the arse"", ""pita""]"
pain_in_the_butt	[]
pain_in_the_neck	[]
pale_in_comparison	[]
par_for_the_course	"[""course par""]"
paradise_on_earth	"[""paradise on earth""]"
part_and_parcel	[]
parting_of_the_ways	[]
pat_on_the_back	"[""pat-on-the-back""]"
patience_of_a_saint	[]
pay_one's_dues	[]
pay_through_the_nose	[]
peace_and_quiet	[]
peaches_and_cream	"[""peaches-and-cream""]"
peaches-and-cream	"[""peaches and cream""]"
peanut_butter_and_jelly	"[""pb&j"", ""pbj""]"
peanut_gallery	[]
pearl_necklace	"[""pearl-necklace""]"
penny_wise_and_pound_foolish	"[""penny-wise and pound-foolish"", ""penny wise, pound foolish""]"
people's_republic	[]
pick_someone's_brain	[]
pick_up_the_pieces	[]
pick_up_the_tab	[]
piece_de_resistance	[]
piece_of_garbage	[]
piece_of_the_action	[]
piece_of_trash	[]
pile_on_the_pounds	[]
pile-up	"[""pileup"", ""pile up""]"
pill_to_swallow	[]
pinch-hit	[]
pitch-perfect	"[""pitch perfect""]"
pitched_battle	[]
pièce_de_résistance	"[""piece de resistance""]"
place_in_the_sun	[]
place_of_business	[]
play_fast_and_loose	[]
play_one's_cards_right	"[""play one's cards well""]"
play_second_fiddle	[]
play_the_field	[]
play_the_race_card	[]
play_to_the_gallery	[]
play_well_with_others	[]
play_with_fire	[]
pocket-sized	[]
poetry_in_motion	[]
point_the_finger	[]
point_the_finger_at	[]
poisoned_chalice	[]
political_football	[]
politically_correct	"[""pc"", ""p.c.""]"
pop_the_question	[]
porcelain_skin	[]
pot_calling_the_kettle_black	[]
pound_of_flesh	[]
pound_the_pavement	[]
pour_cold_water_on	[]
power_behind_the_throne	[]
powers_that_be	"[""powers-that-be""]"
press_the_panic_button	[]
pressed_for_time	[]
pretty_pictures	[]
price_is_right	[]
price_on_one's_head	[]
prim_and_proper	[]
private_branch_exchange	[]
professional_student	[]
project_management	[]
protest_too_much	[]
psychological_warfare	[]
pub-crawl	[]
public_comment	[]
public_intellectual	[]
pull_one's_punches	[]
pull_one's_socks_up	[]
pull_one's_weight	"[""pull one's own weight""]"
pull_out_all_the_stops	[]
pull_the_trigger	[]
pull_the_wool_over_someone's_eyes	"[""pull wool over someone's eyes""]"
pull_up_a_chair	[]
pull_up_stakes	[]
punch_above_one's_weight	"[""hit above one's weight""]"
pure_and_simple	[]
purely_and_simply	[]
push_one's_luck	[]
push_someone's_buttons	"[""press someone's buttons""]"
push_the_boat_out	[]
push_the_envelope	"[""stretch the envelope""]"
put_a_crimp_in	[]
put_a_damper_on	"[""put a dampener on""]"
put_a_foot_wrong	[]
put_all_one's_eggs_in_one_basket	[]
put_down_roots	[]
put_food_on_the_table	[]
put_into_practice	"[""put in practice""]"
put_on_a_pedestal	"[""place on a pedestal"", ""set on a pedestal""]"
put_on_one's_dancing_shoes	[]
put_on_the_map	[]
put_one's_best_foot_forward	"[""put one's best foot foremost""]"
put_one's_cards_on_the_table	"[""lay one's cards on the table"", ""place one's cards on the table"", ""put it all on the table"", ""put it on the table""]"
put_one's_feet_up	[]
put_one's_finger_on	[]
put_one's_foot_down	[]
put_one's_foot_in_one's_mouth	[]
put_one's_hands_together	[]
put_one's_head_in_the_sand	[]
put_one's_house_in_order	"[""get one's house in order"", ""put one's household in order"", ""set one's house in order""]"
put_one's_mind_to_it	[]
put_one's_money_where_one's_mouth_is	[]
put_out_a_fire	[]
put_out_of_one's_misery	[]
put_out_to_pasture	[]
put_someone_under	[]
put_the_boot_in	[]
put_the_brakes_on	"[""put on the brakes""]"
put_the_cart_before_the_horse	[]
put_the_fear_of_god_into	"[""rub the fear of god into""]"
put_the_hammer_down	[]
put_the_kibosh_on	[]
put_the_pedal_to_the_metal	"[""pedal to the metal"", ""put pedal to the metal""]"
put_through_its_paces	[]
put_to_the_sword	[]
put_to_the_test	[]
put_two_and_two_together	[]
put_up_or_shut_up	[]
put_words_in_someone's_mouth	[]
quarter-pounder	[]
quick_off_the_mark	[]
quick-and-dirty	"[""quick and dirty""]"
quick-fire	"[""quickfire""]"
race_against_time	[]
rags_to_riches	"[""rags-to-riches""]"
rain_on_one's_parade	[]
raise_eyebrows	[]
raise_one's_hand	[]
raise_the_roof	[]
raise_the_stakes	[]
razor-sharp	"[""razor sharp""]"
reach_for_the_stars	[]
reach-around	"[""reacharound""]"
read_someone's_lips	[]
read_someone's_mind	[]
reasonable_person	[]
red_letter_day	"[""red-letter day""]"
red-faced	"[""redfaced""]"
reinvent_the_wheel	[]
remain_to_be_seen	[]
rest_on_one's_laurels	[]
return_to_form	[]
rhyme_or_reason	"[""rhyme nor reason""]"
ride_one's_luck	[]
ride_roughshod_over	"[""run roughshod over""]"
ride_the_..._train	[]
rise_and_shine	[]
rise_from_the_ashes	[]
rise_to_the_challenge	[]
rise_to_the_occasion	[]
road_to_damascus	[]
rob_peter_to_pay_paul	[]
rocket_science	[]
rogues'_gallery	"[""rogue gallery""]"
roll_back_the_years	[]
roll_off_the_tongue	"[""roll from the tongue"", ""roll from one's tongue"", ""run from the tongue"", ""run off the tongue"", ""trip from the tongue"", ""trip off the tongue""]"
roll_one's_eyes	[]
roll_out_the_red_carpet	[]
roll_up_one's_sleeves	[]
roof_over_one's_head	[]
room_for_doubt	[]
rooting_interest	[]
rose-colored_glasses	"[""rose-coloured glasses"", ""rose-tinted glasses"", ""rose-colored lenses"", ""rose-coloured spectacles"", ""rose-tinted spectacles""]"
rose-coloured	"[""rose-colored""]"
rough_and_ready	"[""rough-and-ready""]"
rough_around_the_edges	"[""rough round the edges""]"
round_of_applause	[]
round_the_bend	"[""around the bend""]"
round_the_clock	[]
rule_the_roost	[]
run_a_red_light	[]
run_around_with	[]
run_down_the_clock	[]
run_for_one's_money	[]
run_for_the_hills	[]
run_in_the_family	[]
run_into_the_ground	[]
run_one's_course	[]
run_out_of_steam	[]
run_out_of_town	[]
run_out_the_clock	[]
run_rings_around	"[""run rings round""]"
run_the_clock_down	[]
run_the_gauntlet	"[""run the gantlet""]"
sabre-rattling	"[""saber-rattling""]"
safe_and_sound	[]
salt_in_the_wound	[]
salt_of_the_earth	[]
same_old_same_old	"[""same old, same old"", ""same-old, same-old"", ""same-old same-old"", ""same old-same old"", ""same ol' same ol'"", ""same ol', same ol'"", ""same-ol' same-ol'"", ""same ol'-same ol'""]"
same_old_story	[]
save_someone's_skin	[]
scared_to_death	[]
school_of_hard_knocks	[]
scrape_through	[]
scrape_together	[]
scratch_one's_head	[]
scratch_the_surface	[]
screw-up	[]
scrimp_and_save	[]
scum_of_the_earth	[]
seat-of-the-pants	[]
second-guess	"[""second guess""]"
see_eye_to_eye	"[""see eye-to-eye""]"
see_someone's_point	"[""get someone's point""]"
see_the_forest_for_the_trees	"[""see the wood for the trees"", ""see the forest but for the trees"", ""see the forest through the trees"", ""see the trees through the forest""]"
see_the_light_of_day	[]
sell_one's_soul	[]
sell-by_date	[]
seller's_market	[]
send_someone_packing	[]
separate_the_wheat_from_the_chaff	"[""sort the wheat from the chaff"", ""winnow the wheat from the chaff"", ""winnow grain from chaff""]"
set_in_one's_ways	[]
set_one's_heart_on	"[""have one's heart set on"", ""have one's heart set upon"", ""set one's heart upon""]"
set_one's_sights_on	"[""set sights""]"
set_pulses_racing	[]
set_the_wheels_in_motion	[]
set_the_world_on_fire	[]
sex,_drugs_and_rock_'n'_roll	[]
sexual_tension	[]
sharp-elbowed	[]
she'll_be_right	[]
shoo-in	"[""shoo in"", ""shoe-in"", ""shoe in""]"
shoot_first_and_ask_questions_later	[]
shoot_the_breeze	[]
shoot_the_messenger	"[""kill the messenger""]"
short_and_sweet	[]
short_end_of_the_stick	"[""short end""]"
shot_across_the_bow	"[""shot across the bows""]"
shot_in_the_arm	[]
shot_in_the_dark	[]
shotgun_approach	[]
shotgun_wedding	[]
shoulder_to_cry_on	[]
shout_from_the_rooftops	[]
show_one's_face	[]
shrinking_violet	[]
shut_one's_mouth	[]
shut_the_door_on	"[""close the door on"", ""slam the door on""]"
sick_and_tired	[]
sigh_of_relief	[]
sight_for_sore_eyes	[]
sight_to_behold	[]
sign_of_the_times	[]
sign_on_the_dotted_line	[]
significance_level	[]
silver-tongued	[]
simple_english	[]
sing_the_praises_of	[]
sink_one's_teeth_into	[]
sit_on_one's_hands	[]
sit_on_the_fence	[]
sitting_pretty	[]
six_feet_under	[]
six_of_the_best	[]
skin_and_bones	"[""skin and bone""]"
skin_in_the_game	[]
slack-jawed	"[""slackjawed""]"
slanging_match	[]
slap_in_the_face	[]
slap_on_the_wrist	"[""slap on the hand""]"
sleep_together	[]
sleeping_giant	[]
slice_of_the_pie	"[""slice of the cake""]"
slip_of_the_tongue	[]
slip_through_the_cracks	[]
slip_under_the_radar	[]
slip-up	"[""slipup""]"
slippery_slope	[]
slow_on_the_uptake	[]
slow-walk	"[""slow walk""]"
slowly_but_surely	[]
small_potatoes	[]
smear_campaign	[]
smoke_and_mirrors	[]
smoke-filled_room	[]
smooth_operator	[]
smooth_sailing	[]
snakes_and_ladders	"[""snakes-and-ladders""]"
so-and-so	"[""so and so""]"
so-called	[]
socialized_medicine	[]
soft_underbelly	[]
something_awful	[]
something_like	[]
somewhere_along_the_line	[]
song_and_dance	[]
soup-to-nuts	[]
spaghetti_western	"[""spaghettI western"", ""spaghettI western""]"
spare_no_effort	[]
speak_one's_mind	[]
speak_someone's_language	[]
special_delivery	[]
special_interest	[]
special_measures	[]
spectator_sport	[]
speed_merchant	[]
spick_and_span	[]
spick-and-span	"[""spic and span"", ""spick and span""]"
spill_the_beans	[]
spine-tingling	[]
spit-and-polish	[]
spitting_distance	"[""shouting distance""]"
split_the_difference	[]
spoilt_for_choice	[]
spring_in_one's_step	[]
spring_to_life	[]
spring_to_mind	[]
spur_of_the_moment	"[""spur-of-the-moment"", ""attributive""]"
square_peg_in_a_round_hole	[]
stab_in_the_back	[]
stage_of_the_game	[]
stalking_horse	"[""stalking-horse""]"
stand_a_chance	[]
stand_corrected	[]
stand_on_its_own	[]
stand_on_one's_own_two_feet	[]
stand_one's_ground	[]
stand_the_test_of_time	[]
stand_to_reason	[]
stand_up_and_be_counted	"[""stand and be counted""]"
stars_are_aligned	[]
stars_in_one's_eyes	[]
starting_price	[]
state_of_affairs	[]
stay_the_course	"[""stay the distance""]"
steady_the_ship	"[""right the ship""]"
steady-as-she-goes	[]
steal_someone's_thunder	[]
steal_the_show	[]
steely-eyed	[]
step_up_one's_game	"[""up one's game""]"
step_up_to_the_plate	[]
stepping_stone	"[""stepping-stone""]"
stick_in_the_mud	"[""stick-in-the-mud""]"
stick_one's_head_in_the_sand	[]
stick_one's_neck_out	[]
stick_one's_nose_in	[]
stick_to_one's_guns	"[""stick by one's guns""]"
stick_together	[]
stick-in-the-mud	[]
sticking_point	"[""sticking-point""]"
sticky_fingers	[]
stiff_upper_lip	[]
stir-crazy	"[""stir crazy""]"
stop_and_smell_the_roses	"[""smell the roses"", ""stop and smell the flowers"", ""stop to smell the roses""]"
stop_at_nothing	[]
straight_and_narrow	"[""strait and narrow""]"
straight_arrow	[]
straight_shooter	"[""straight-shooter""]"
straighten_out	[]
strange_bedfellows	[]
streets_behind	[]
stretch_one's_legs	[]
stretch_the_truth	[]
strike_a_chord	[]
strike_it_rich	[]
strike_through	[]
strike_while_the_iron_is_hot	[]
string_attached	[]
string_of_pearls	[]
string_to_one's_bow	[]
strings_attached	[]
strut_one's_stuff	[]
stumbling_block	"[""stumbling-block"", ""stumbling blocke""]"
stumbling-block	[]
such-and-such	"[""such and such""]"
suffer_fools_gladly	"[""gladly suffer fools""]"
summer_and_winter	[]
surprise_surprise	[]
suspend_one's_disbelief	[]
swaddling_clothes	[]
swallow_one's_pride	[]
sweet_nothings	[]
sweeten_the_pot	[]
sweetheart_deal	[]
sweetness_and_light	[]
swing_for_the_fences	"[""swing for the fence""]"
swing_of_things	[]
swings_and_roundabouts	[]
switch-hitter	"[""switch hitter""]"
tail_between_one's_legs	[]
tail_wagging_the_dog	[]
take_a_back_seat	[]
take_a_breather	[]
take_a_crack_at	[]
take_a_dim_view_of	[]
take_a_picture	[]
take_a_stab_at	[]
take_a_turn_for_the_better	[]
take_a_turn_for_the_worse	[]
take_exception	[]
take_for_granted	[]
take_into_account	[]
take_into_consideration	[]
take_it_from_me	"[""you can take it from me"", ""you may take it from me""]"
take_it_or_leave_it	[]
take_it_out_on	[]
take_it_outside	[]
take_liberties	[]
take_matters_into_one's_own_hands	[]
take_no_for_an_answer	[]
take_no_prisoners	[]
take_one's_chance	[]
take_one's_eye_off_the_ball	[]
take_one's_hat_off_to	[]
take_one's_lumps	[]
take_one's_pick	[]
take_one's_time	[]
take_out_the_trash	[]
take_someone's_word_for_it	[]
take_the_bull_by_the_horns	[]
take_the_field	"[""take to the field""]"
take_the_fifth	[]
take_the_game_to	[]
take_the_law_into_one's_own_hands	"[""take law into one's own hands""]"
take_the_mickey	"[""mickey-take"", ""take the michael"", ""take the mick""]"
take_the_plunge	[]
take_the_point	"[""take someone's point"", ""take your point"", ""take one's point"", ""take my point"", ""take point of""]"
take_the_reins	[]
take_the_stand	[]
take_the_wheel	[]
talent_management	[]
talk_of_the_town	[]
taste_of_one's_own_medicine	[]
teach_someone_a_lesson	[]
teething_problems	[]
teething_troubles	[]
tell_it_like_it_is	[]
tell_the_truth	[]
tell_you_the_truth	[]
tempest_in_a_teapot	[]
test_the_waters	"[""test the water""]"
thank_one's_lucky_stars	[]
that's_just_me	[]
that's_saying_something	[]
the_ball_is_in_someone's_court	"[""have the ball in one's court""]"
the_bee's_knees	[]
the_buck_stops_here	[]
the_end_of_one's_rope	[]
the_hell_out_of	[]
the_icing_on_the_cake	[]
the_long_and_short	"[""the long and the short""]"
the_plot_thickens	[]
the_rest_is_history	[]
the_rubber_meets_the_road	"[""the rubber hits the road"", ""the tackies hit the tar""]"
the_straw_that_broke_the_camel's_back	[]
the_upper_hand	[]
the_wheels_came_off	[]
the_wheels_fell_off	"[""the wheels came off"", ""the wheels fell off the bus"", ""the wheels came off the bus"", ""the wheels fell off the wagon"", ""the wheels came off the wagon""]"
the_whole_nine_yards	[]
the_world_over	[]
there_and_back	[]
there_for_everyone_to_see	[]
there_you_have_it	"[""there one has it""]"
thick_and_thin	[]
thick_of_things	[]
thin_end_of_the_wedge	"[""small end of the wedge"", ""thin edge of the wedge""]"
thin-skinned	[]
things_that_go_bump_in_the_night	[]
think_on_one's_feet	[]
think_the_world_of	[]
this,_that,_and_the_other	"[""this, that, or the other""]"
thorn_in_someone's_side	[]
thorn_in_the_flesh	[]
thread_the_needle	[]
three-ring_circus	[]
through_and_through	[]
through_the_roof	[]
throw_a_spanner_in_the_works	"[""throw a spanner into the works""]"
throw_a_tantrum	[]
throw_caution_to_the_wind	"[""toss caution to the wind""]"
throw_down_the_gauntlet	"[""throw down the gantlet""]"
throw_good_money_after_bad	[]
throw_in_the_towel	[]
throw_one's_hat_in_the_ring	"[""throw one's hat into the ring"", ""toss one's hat in the ring""]"
throw_one's_weight_around	[]
throw_the_baby_out_with_the_bathwater	"[""throw out the baby with the bathwater"", ""throw out the baby with the bath water"", ""throw the baby out with the bath water""]"
throw_the_book_at	[]
thumb_on_the_scale	"[""thumb on the scales""]"
thumb_one's_nose	[]
tick_all_the_boxes	[]
tickle_someone's_fancy	[]
tie_someone's_hands	[]
tie_up_loose_ends	[]
tight-lipped	"[""tightlipped""]"
time_after_time	[]
time_and_material	[]
time_of_the_month	"[""that time of the month""]"
time_will_tell	"[""only time will tell"", ""time alone will tell""]"
tip_of_the_hat	"[""tip o' the hat""]"
tip_of_the_iceberg	[]
tip_one's_hand	[]
tip_the_scales	"[""tip the scale""]"
tip-off	[]
to_all_intents_and_purposes	"[""for all intents and purposes""]"
to_be_named_later	[]
to_little_avail	[]
to_one's_heart's_content	[]
to_say_nothing_of	[]
to_say_the_least	[]
to_tell_the_truth	[]
to_the_nth_degree	[]
to_the_tune_of	[]
toast_of_the_town	[]
toe-to-toe	"[""toe to toe""]"
tongue-in-cheek	"[""tongue in cheek""]"
tongue-tied	[]
too_big_for_one's_boots	[]
too_clever_by_half	[]
toot_one's_own_horn	"[""blow one's own horn""]"
tooth_and_nail	"[""tooth and claw""]"
top_of_the_line	[]
top-shelf	[]
toss-up	"[""tossup"", ""toss up""]"
total_clearance	[]
touch-and-go	[]
touchy-feely	[]
tough_as_nails	[]
tough_nut_to_crack	"[""tougher nut to crack"", ""toughest nut to crack"", ""difficult nut to crack"", ""hard nut to crack""]"
traditional_marriage	[]
transcendental_meditation	[]
trending_topic	[]
trial_by_media	[]
trials_and_tribulations	[]
trick_up_one's_sleeve	[]
tried_and_tested	[]
tried_and_true	[]
trigger-happy	"[""trigger happy"", ""triggerhappy""]"
trouble_in_paradise	[]
try_one's_hand	[]
try_one's_luck	[]
turn_a_blind_eye	[]
turn_a_deaf_ear	[]
turn_of_events	[]
turn_of_phrase	[]
turn_one's_back	[]
turn_one's_nose_up	[]
turn_over_a_new_leaf	[]
turn_someone's_head	[]
turn_the_corner	"[""turn a corner""]"
turn_the_other_cheek	[]
turn_the_screw	[]
turn_the_tables	[]
turn_upside_down	"[""turn upside-down""]"
turn-off	[]
turn-on	[]
twilight_years	[]
twist_someone's_arm	[]
two-bit	[]
two-edged_sword	[]
two-way_street	[]
under_lock_and_key	[]
under_no_circumstances	[]
under_one's_breath	[]
under_one's_hat	[]
under_one's_nose	[]
under_one's_own_steam	[]
under_one's_thumb	[]
under_one's_wing	[]
under_the_carpet	[]
under_the_cosh	[]
under_the_covers	[]
under_the_impression	[]
under_the_influence	[]
under_the_knife	[]
under_the_microscope	[]
under_the_pump	[]
under_the_radar	[]
under_the_table	"[""under-the-table""]"
under_the_weather	[]
under_the_wire	[]
under_the_yoke	[]
unknown_quantity	[]
until_the_cows_come_home	"[""till the cow come home"", ""'til the cows come home"", ""till the cows come home""]"
up_and_running	[]
up_one's_sleeve	[]
up_someone's_alley	"[""right up someone's alley"", ""up someone's street""]"
up_someone's_street	[]
up_to_something	[]
up-and-comer	[]
up-and-coming	"[""up and coming""]"
up-to-date	"[""up to date"", ""uptodate""]"
upper-crust	"[""upper crust""]"
upset_the_applecart	"[""upset the apple cart""]"
use_one's_head	[]
valley_of_death	[]
valley_of_the_shadow_of_death	[]
verbal_assault	[]
vertically_challenged	"[""vertically-challenged""]"
virgin_territory	[]
voice_in_the_wilderness	"[""call in the wilderness"", ""cry in the wilderness"", ""voice calling in the wilderness"", ""voice crying in the wilderness""]"
vote_with_one's_feet	[]
wake_up_and_smell_the_coffee	[]
walk_a_tightrope	[]
walk_and_chew_gum_at_the_same_time	[]
walk_away_from	[]
walk_down_the_aisle	[]
walk_in_the_park	"[""stroll in the park"", ""walk after lunch""]"
walk_on_the_wild_side	[]
walk_the_plank	[]
wall_of_silence	[]
warm-blooded	[]
wash_one's_hands	[]
wash_one's_hands_of	[]
watch_one's_step	[]
watch_this_space	[]
water_under_the_bridge	[]
watered-down	"[""watered down""]"
wave_of_the_hand	[]
wave_the_white_flag	"[""raise the white flag"", ""hoist the white flag"", ""show the white flag""]"
weak-kneed	"[""weak in the knees""]"
wear_one's_heart_on_one's_sleeve	[]
weather_the_storm	[]
wedding-cake	[]
wee_small_hours	[]
weekend_warrior	[]
weight_of_the_world	[]
well_and_truly	[]
well-oiled	[]
well-padded	[]
wet_behind_the_ears	"[""green behind the ears"", ""wet-behind-the-ears""]"
wet_one's_pants	[]
whack-a-mole	"[""whac-a-mole"", ""whac-a-mole""]"
what_are_the_odds	[]
what_can_i_say	[]
what_do_i_know	[]
what_do_you_say	[]
what_else_is_new	[]
what_someone_said	[]
what_you_see_is_what_you_get	"[""what-you-see-is-what-you-get""]"
what's_cooking	[]
what's_going_on	[]
what's_in_it_for_me	[]
what's_the_difference	[]
what's_the_matter	[]
whatever_it_takes	[]
when_all_is_said_and_done	"[""when all's said and done"", ""after all is said and done""]"
when_push_comes_to_shove	[]
when_the_chips_are_down	[]
whistle-blower	"[""whistleblower"", ""whistle blower""]"
whistle-stop	[]
white_elephant	[]
white-knuckle	"[""white knuckle""]"
whys_and_wherefores	[]
wide_of_the_mark	[]
